Gene_symbol	GENEID	EnsembleID	Description	Chromomsome	Position	Start	End	GENE_TYPE	Source
HMGA2	8091	ENSG00000149948	high mobility group AT-hook 2 [Source:HGNC Symbol;Acc:5009]	12	12q14.3	66217911	66360075	oncogene	COSMIC
EIF4E	-1637	ENSG00000151247	eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:3287]	4	4q23	99792835	99851788	oncogene	CCGD
FER	-1905	ENSG00000151422	fer (fps/fes related) tyrosine kinase [Source:HGNC Symbol;Acc:3655]	5	5q21.3	108083523	108532542	oncogene	PMID:19292927
VTI1A	143187	ENSG00000151532	vesicle transport through interaction with t-SNAREs 1A [Source:HGNC Symbol;Acc:17792]	10	10q25.2	114206756	114578503	oncogene	COSMIC
FLI1	2313	ENSG00000151702	Fli-1 proto-oncogene, ETS transcription factor [Source:HGNC Symbol;Acc:3749]	11	11q24.3	128556430	128683162	oncogene	CCGD
RABGAP1L	9910	ENSG00000152061	RAB GTPase activating protein 1-like [Source:HGNC Symbol;Acc:24663]	1	1q25.1	174128548	174964445	oncogene	CCGD
FAM168B	130074	ENSG00000152102	family with sequence similarity 168, member B [Source:HGNC Symbol;Acc:27016]	2	2q21.1	131805449	131851033	oncogene	CCGD
SETBP1	26040	ENSG00000152217	SET binding protein 1 [Source:HGNC Symbol;Acc:15573]	18	18q12.3	42260138	42648475	oncogene	COSMIC
SMARCA5	8467	ENSG00000153147	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:HGNC Symbol;Acc:11101]	4	4q31.21	144434616	144478639	oncogene	CCGD
RANBP2	5903	ENSG00000153201	RAN binding protein 2 [Source:HGNC Symbol;Acc:9848]	2	2q12.3	109335937	109402267	oncogene	COSMIC
MERTK	10461	ENSG00000153208	c-mer proto-oncogene tyrosine kinase [Source:HGNC Symbol;Acc:7027]	2	2q13	112656056	112787138	oncogene	uniprot
JAZF1	221895	ENSG00000153814	JAZF zinc finger 1 [Source:HGNC Symbol;Acc:28917]	7	7p15.2	27870192	28220362	oncogene	COSMIC
MSI2	124540	ENSG00000153944	musashi RNA-binding protein 2 [Source:HGNC Symbol;Acc:18585]	17	17q22	55333212	55762046	oncogene	COSMIC
PRKCA	5578	ENSG00000154229	protein kinase C, alpha [Source:HGNC Symbol;Acc:9393]	17	17q24.2	64298754	64806861	oncogene	uniprot
MIA3	375056	ENSG00000154305	melanoma inhibitory activity family, member 3 [Source:HGNC Symbol;Acc:24008]	1	1q41	222791428	222841354	oncogene	COSMIC
XPC	7508	ENSG00000154767	xeroderma pigmentosum, complementation group C [Source:HGNC Symbol;Acc:12816]	3	3p25.1	14186647	14220283	oncogene	COSMIC
PSD3	23362	ENSG00000156011	pleckstrin and Sec7 domain containing 3 [Source:HGNC Symbol;Acc:19093]	8	8p22	18384811	18942240	oncogene	CCGD
TIAM1	7074	ENSG00000156299	T-cell lymphoma invasion and metastasis 1 [Source:HGNC Symbol;Acc:11805]	21	21q22.11	32490734	32932290	oncogene	CancerQuest
KAT6B	23522	ENSG00000156650	K(lysine) acetyltransferase 6B [Source:HGNC Symbol;Acc:17582]	10	10q22.2	76585340	76792380	oncogene	COSMIC
EIF4A2	1974	ENSG00000156976	eukaryotic translation initiation factor 4A2 [Source:HGNC Symbol;Acc:3284]	3	3q27.3	186500994	186507689	oncogene	COSMIC
NRG1	3084	ENSG00000157168	neuregulin 1 [Source:HGNC Symbol;Acc:7997]	8	8p12	31496902	32622548	oncogene	CancerQuest
CACNA1D	776	ENSG00000157388	calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:HGNC Symbol;Acc:1391]	3	3p21.1	53528683	53847760	oncogene	COSMIC
KIT	3815	ENSG00000157404	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:6342]	4	4q12	55524085	55606881	oncogene	CancerQuest
ERG	2078	ENSG00000157554	v-ets avian erythroblastosis virus E26 oncogene homolog [Source:HGNC Symbol;Acc:3446]	21	21q22.2	39751949	40033704	oncogene	CancerQuest
BRAF	673	ENSG00000157764	v-raf murine sarcoma viral oncogene homolog B [Source:HGNC Symbol;Acc:1097]	7	7q34	140419127	140624564	oncogene	COSMIC
SLC34A2	10568	ENSG00000157765	solute carrier family 34 (type II sodium/phosphate contransporter), member 2 [Source:HGNC Symbol;Acc:11020]	4	4p15.2	25656923	25680370	oncogene	COSMIC
TNFRSF14	8764	ENSG00000157873	tumor necrosis factor receptor superfamily, member 14 [Source:HGNC Symbol;Acc:11912]	1	1p36.32	2487078	2496821	oncogene	COSMIC
SKI	6497	ENSG00000157933	v-ski avian sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:10896]	1	1p36.33	2160134	2241558	oncogene	CancerQuest
SSX2B	727837	ENSG00000157950	synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:22263]	X	Xp11.22	52780318	52790617	oncogene	COSMIC
FANCC	2176	ENSG00000158169	Fanconi anemia, complementation group C [Source:HGNC Symbol;Acc:3584]	9	9q22.32	97861336	98079991	oncogene	COSMIC
MRAS	22808	ENSG00000158186	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:7227]	3	3q22.3	138066539	138124375	oncogene	TAG
ELK4	2005	ENSG00000158711	ELK4, ETS-domain protein (SRF accessory protein 1) [Source:HGNC Symbol;Acc:3326]	1	1q32.1	205577071	205601090	oncogene	COSMIC
SLC45A3	85414	ENSG00000158715	solute carrier family 45, member 3 [Source:HGNC Symbol;Acc:8642]	1	1q32.1	205626979	205649587	oncogene	COSMIC
FAM131B	9715	ENSG00000159784	family with sequence similarity 131, member B [Source:HGNC Symbol;Acc:22202]	7	7q34	143050493	143059863	oncogene	COSMIC
U2AF1	7307	ENSG00000160201	U2 small nuclear RNA auxiliary factor 1 [Source:HGNC Symbol;Acc:12453]	21	21q22.3	44513066	44527697	oncogene	COSMIC
RALGDS	5900	ENSG00000160271	ral guanine nucleotide dissociation stimulator [Source:HGNC Symbol;Acc:9842]	9	9q34.2	135973107	136039301	oncogene	COSMIC
VAV2	7410	ENSG00000160293	vav 2 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:12658]	9	9q34.2	136627016	136857726	oncogene	TAG
PCSK7	-3857	ENSG00000160613	proprotein convertase subtilisin/kexin type 7 [Source:HGNC Symbol;Acc:8748]	11	11q23.3	117075053	117103241	oncogene	COSMIC
LMNA	4000	ENSG00000160789	lamin A/C [Source:HGNC Symbol;Acc:6636]	1	1q22	156052364	156109880	oncogene	COSMIC
FGFR4	2264	ENSG00000160867	fibroblast growth factor receptor 4 [Source:HGNC Symbol;Acc:3691]	5	5q35.2	176513887	176525145	oncogene	COSMIC
RECQL4	9401	ENSG00000160957	RecQ protein-like 4 [Source:HGNC Symbol;Acc:9949]	8	8q24.3	145736667	145743229	oncogene	COSMIC
SRSF2	6427	ENSG00000161547	serine/arginine-rich splicing factor 2 [Source:HGNC Symbol;Acc:10783]	17	17q25.1	74730197	74733456	oncogene	COSMIC
TAL1	6886	ENSG00000162367	T-cell acute lymphocytic leukemia 1 [Source:HGNC Symbol;Acc:11556]	1	1p33	47681962	47697892	oncogene	Bushman Lab,CancerQuest
JAK1	3716	ENSG00000162434	Janus kinase 1 [Source:HGNC Symbol;Acc:6190]	1	1p31.3	65298912	65432187	oncogene	CCGD
GFI1	2672	ENSG00000162676	growth factor independent 1 transcription repressor [Source:HGNC Symbol;Acc:4237]	1	1p22.1	92940319	92952433	oncogene	CCGD
IGSF8	93185	ENSG00000162729	immunoglobulin superfamily, member 8 [Source:HGNC Symbol;Acc:17813]	1	1q23.2	160061130	160068733	oncogene	CCGD
RBM15	64783	ENSG00000162775	RNA binding motif protein 15 [Source:HGNC Symbol;Acc:14959]	1	1p13.3	110881128	110889299	oncogene	COSMIC
REL	5966	ENSG00000162924	v-rel avian reticuloendotheliosis viral oncogene homolog [Source:HGNC Symbol;Acc:9954]	2	2p16.1	61108656	61158745	oncogene	COSMIC
ERCC3	2071	ENSG00000163161	excision repair cross-complementing rodent repair deficiency, complementation group 3 [Source:HGNC Symbol;Acc:3435]	2	2q14.3	128014866	128051752	oncogene	COSMIC
ELF3	1999	ENSG00000163435	E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:HGNC Symbol;Acc:3318]	1	1q32.1	201977073	201986316	oncogene	TAG
FEV	54738	ENSG00000163497	FEV (ETS oncogene family) [Source:HGNC Symbol;Acc:18562]	2	2q35	219845809	219850379	oncogene	COSMIC
FCRL4	83417	ENSG00000163518	Fc receptor-like 4 [Source:HGNC Symbol;Acc:18507]	1	1q23.1	157543539	157567870	oncogene	COSMIC
EIF5A2	56648	ENSG00000163577	eukaryotic translation initiation factor 5A2 [Source:HGNC Symbol;Acc:3301]	3	3q26.2	170606204	170626482	oncogene	TAG
GMPS	8833	ENSG00000163655	guanine monphosphate synthase [Source:HGNC Symbol;Acc:4378]	3	3q25.31	155588325	155661815	oncogene	COSMIC
CXCL3	2921	ENSG00000163734	chemokine (C-X-C motif) ligand 3 [Source:HGNC Symbol;Acc:4604]	4	4q13.3	74902306	74904524	oncogene	PMID:19292927
CXCL1	2919	ENSG00000163739	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha) [Source:HGNC Symbol;Acc:4602]	4	4q13.3	74735110	74736959	oncogene	TAG
RYK	6259	ENSG00000163785	receptor-like tyrosine kinase [Source:HGNC Symbol;Acc:10481]	3	3q22.2	133784147	133969689	oncogene	TAG
RPN1	6184	ENSG00000163902	ribophorin I [Source:HGNC Symbol;Acc:10381]	3	3q21.3	128338817	128399918	oncogene	COSMIC
SPINK1	6690	ENSG00000164266	serine peptidase inhibitor, Kazal type 1 [Source:HGNC Symbol;Acc:11244]	5	5q32	147204131	147211349	oncogene	PMID:19292927
TERT	7015	ENSG00000164362	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:11730]	5	5p15.33	1253262	1295184	oncogene	COSMIC
ACSL6	23305	ENSG00000164398	acyl-CoA synthetase long-chain family member 6 [Source:HGNC Symbol;Acc:16496]	5	5q31.1	131142683	131347936	oncogene	COSMIC
IL3	3562	ENSG00000164399	interleukin 3 (colony-stimulating factor, multiple) [Source:HGNC Symbol;Acc:6011]	5	5q31.1	131396222	131398897	oncogene	CancerQuest
TLX3	30012	ENSG00000164438	T-cell leukemia homeobox 3 [Source:HGNC Symbol;Acc:13532]	5	5q35.1	170736288	170739138	oncogene	Bushman Lab
PTTG1	9232	ENSG00000164611	pituitary tumor-transforming 1 [Source:HGNC Symbol;Acc:9690]	5	5q33.3	159848829	159855748	oncogene	uniprot
HEY1	23462	ENSG00000164683	hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:4880]	8	8q21.13	80676245	80680098	oncogene	COSMIC
RAD21	5885	ENSG00000164754	RAD21 homolog (S. pombe) [Source:HGNC Symbol;Acc:9811]	8	8q24.11	117858174	117887105	oncogene	COSMIC
COX6C	1345	ENSG00000164919	cytochrome c oxidase subunit VIc [Source:HGNC Symbol;Acc:2285]	8	8q22.2	100885428	100906290	oncogene	COSMIC
PSIP1	11168	ENSG00000164985	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:9527]	9	9p22.3	15464064	15511017	oncogene	COSMIC
TSHR	7253	ENSG00000165409	thyroid stimulating hormone receptor [Source:HGNC Symbol;Acc:12373]	14	14q31.1	81421333	81612646	oncogene	COSMIC
GFI1B	8328	ENSG00000165702	growth factor independent 1B transcription repressor [Source:HGNC Symbol;Acc:4238]	9	9q34.13	135820932	135867083	oncogene	uniprot
RET	5979	ENSG00000165731	ret proto-oncogene [Source:HGNC Symbol;Acc:9967]	10	10q11.21	43572475	43625799	oncogene	CancerQuest
FRAT1	10023	ENSG00000165879	frequently rearranged in advanced T-cell lymphomas [Source:HGNC Symbol;Acc:3944]	10	10q24.1	99079022	99081672	oncogene	uniprot
ZFYVE19	84936	ENSG00000166140	zinc finger, FYVE domain containing 19 [Source:HGNC Symbol;Acc:20758]	15	15q15.1	41099284	41106767	oncogene	uniprot
AKIP1	56672	ENSG00000166452	A kinase (PRKA) interacting protein 1 [Source:HGNC Symbol;Acc:1170]	11	11p15.4	8932686	8941631	oncogene	uniprot
ZNF592	9640	ENSG00000166716	zinc finger protein 592 [Source:HGNC Symbol;Acc:28986]	15	15q25.3	85291866	85349659	oncogene	COSMIC
NAB2	4665	ENSG00000166886	NGFI-A binding protein 2 (EGR1 binding protein 2) [Source:HGNC Symbol;Acc:7627]	12	12q13.3	57482677	57489259	oncogene	COSMIC
STAT6	6778	ENSG00000166888	signal transducer and activator of transcription 6, interleukin-4 induced [Source:HGNC Symbol;Acc:11368]	12	12q13.3	57489191	57525922	oncogene	COSMIC
CRK	1398	ENSG00000167193	v-crk avian sarcoma virus CT10 oncogene homolog [Source:HGNC Symbol;Acc:2362]	17	17p13.3	1323983	1366456	oncogene	PMID:19292927
CDK12	51755	ENSG00000167258	cyclin-dependent kinase 12 [Source:HGNC Symbol;Acc:24224]	17	17q12	37617764	37721160	oncogene	COSMIC
MYO5B	4645	ENSG00000167306	myosin VB [Source:HGNC Symbol;Acc:7603]	18	18q21.1	47349183	47721463	oncogene	CCGD
STIM1	6786	ENSG00000167323	stromal interaction molecule 1 [Source:HGNC Symbol;Acc:11386]	11	11p15.4	3875757	4114439	oncogene	CCGD
TPM4	7171	ENSG00000167460	tropomyosin 4 [Source:HGNC Symbol;Acc:12013]	19	19p13.12	16177831	16213813	oncogene	COSMIC
RAB8A	-5924	ENSG00000167461	RAB8A, member RAS oncogene family [Source:HGNC Symbol;Acc:7007]	19	19p13.12	16222439	16245044	oncogene	PMID:19292927
CDT1	81620	ENSG00000167513	chromatin licensing and DNA replication factor 1 [Source:HGNC Symbol;Acc:24576]	16	16q24.3	88869621	88875666	oncogene	uniprot
AXL	558	ENSG00000167601	AXL receptor tyrosine kinase [Source:HGNC Symbol;Acc:905]	19	19q13.2	41725108	41767671	oncogene	CancerQuest
TRAPPC9	83696	ENSG00000167632	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:30832]	8	8q24.3	140742586	141468678	oncogene	CCGD
ZNF146	7705	ENSG00000167635	zinc finger protein 146 [Source:HGNC Symbol;Acc:12931]	19	19q13.12	36705504	36729676	oncogene	uniprot
KLK2	3817	ENSG00000167751	kallikrein-related peptidase 2 [Source:HGNC Symbol;Acc:6363]	19	19q13.33	51364824	51383823	oncogene	COSMIC
SDHAF2	-3710	ENSG00000167985	succinate dehydrogenase complex assembly factor 2 [Source:HGNC Symbol;Acc:26034]	11	11q12.2	61197514	61215001	oncogene	COSMIC
CTNNB1	1499	ENSG00000168036	catenin (cadherin-associated protein), beta 1, 88kDa [Source:HGNC Symbol;Acc:2514]	3	3p22.1	41236328	41301587	oncogene	COSMIC
PAFAH1B2	5049	ENSG00000168092	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa) [Source:HGNC Symbol;Acc:8575]	11	11q23.3	117014983	117047610	oncogene	COSMIC
FAM83B	-2223	ENSG00000168143	family with sequence similarity 83, member B [Source:HGNC Symbol;Acc:21357]	6	6p12.1	54711569	54806820	oncogene	uniprot
HOOK3	84376	ENSG00000168172	hook microtubule-tethering protein 3 [Source:HGNC Symbol;Acc:23576]	8	8p11.21	42752075	42885682	oncogene	COSMIC
BMI1	648	ENSG00000168283	BMI1 polycomb ring finger oncogene [Source:HGNC Symbol;Acc:1066]	10	10p12.2	22610140	22620413	oncogene	Bushman Lab
IRF2	3660	ENSG00000168310	interferon regulatory factor 2 [Source:HGNC Symbol;Acc:6117]	4	4q35.1	185308867	185395734	oncogene	TAG
RHOH	-1550	ENSG00000168421	ras homolog family member H [Source:HGNC Symbol;Acc:686]	4	4p14	40192673	40248587	oncogene	COSMIC
NBPF9	400818	ENSG00000168614	neuroblastoma breakpoint family, member 9 [Source:HGNC Symbol;Acc:31991]	1	1q21.1	144811744	144830413	oncogene	TAG
GDNF	2668	ENSG00000168621	glial cell derived neurotrophic factor [Source:HGNC Symbol;Acc:4232]	5	5p13.2	37812779	37839788	oncogene	COSMIC
IL7R	3575	ENSG00000168685	interleukin 7 receptor [Source:HGNC Symbol;Acc:6024]	5	5p13.2	35852797	35879705	oncogene	COSMIC
MAP2K1	-4969	ENSG00000169032	mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:6840]	15	15q22.31	66679155	66784650	oncogene	COSMIC
ZRSR2	8233	ENSG00000169249	zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:23019]	X	Xp22.2	15808595	15841383	oncogene	COSMIC
KCNK9	51305	ENSG00000169427	potassium channel, subfamily K, member 9 [Source:HGNC Symbol;Acc:6283]	8	8q24.3	140613081	140715299	oncogene	TAG
ASPSCR1	79058	ENSG00000169696	alveolar soft part sarcoma chromosome region, candidate 1 [Source:HGNC Symbol;Acc:13825]	17	17q25.3	79934683	79975282	oncogene	NCG
CNBP	7555	ENSG00000169714	CCHC-type zinc finger, nucleic acid binding protein [Source:HGNC Symbol;Acc:13164]	3	3q21.3	128888327	128902765	oncogene	COSMIC
TM4SF1	4071	ENSG00000169908	transmembrane 4 L six family member 1 [Source:HGNC Symbol;Acc:11853]	3	3q25.1	149086809	149095652	oncogene	PMID:19292927
BRD3	8019	ENSG00000169925	bromodomain containing 3 [Source:HGNC Symbol;Acc:1104]	9	9q34.2	136895427	136933657	oncogene	COSMIC
PWWP2A	114825	ENSG00000170234	PWWP domain containing 2A [Source:HGNC Symbol;Acc:29406]	5	5q33.3	159488808	159546430	oncogene	COSMIC
FOS	2353	ENSG00000170345	FBJ murine osteosarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:3796]	14	14q24.3	75745477	75748933	oncogene	CancerQuest
LRRN2	10446	ENSG00000170382	leucine rich repeat neuronal 2 [Source:HGNC Symbol;Acc:16914]	1	1q32.1	204586298	204654861	oncogene	TAG
ATF7	11016	ENSG00000170653	activating transcription factor 7 [Source:HGNC Symbol;Acc:792]	12	12q13.13	53901640	54020199	oncogene	CCGD
KIF5B	3799	ENSG00000170759	kinesin family member 5B [Source:HGNC Symbol;Acc:6324]	10	10p11.22	32297938	32345359	oncogene	COSMIC
CHCHD7	79145	ENSG00000170791	coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:28314]	8	8q12.1	57124245	57131357	oncogene	COSMIC
PDGFD	80310	ENSG00000170962	platelet derived growth factor D [Source:HGNC Symbol;Acc:30620]	11	11q22.3	103777914	104035107	oncogene	uniprot
ALK	238	ENSG00000171094	anaplastic lymphoma receptor tyrosine kinase [Source:HGNC Symbol;Acc:427]	2	2p23.2	29415640	30144432	oncogene	COSMIC,uniprot
SOCS5	9655	ENSG00000171150	suppressor of cytokine signaling 5 [Source:HGNC Symbol;Acc:16852]	2	2p21	46926091	46990268	oncogene	CCGD
CANT1	124583	ENSG00000171302	calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:19721]	17	17q25.3	76987799	77005949	oncogene	COSMIC
MRPL36	64979	ENSG00000171421	mitochondrial ribosomal protein L36 [Source:HGNC Symbol;Acc:14490]	5	5p15.33	1798500	1801480	oncogene	COSMIC
TBCA	6902	ENSG00000171530	tubulin folding cofactor A [Source:HGNC Symbol;Acc:11579]	5	5q14.1	76986991	77164604	oncogene	CCGD
GPHN	10243	ENSG00000171723	gephyrin [Source:HGNC Symbol;Acc:15465]	14	14q23.3	66974125	67648520	oncogene	COSMIC
BCL2	596	ENSG00000171791	B-cell CLL/lymphoma 2 [Source:HGNC Symbol;Acc:990]	18	18q21.33	60790579	60987361	oncogene	Bushman Lab,COSMIC,uniprot
MLLT11	4300	ENSG00000171843	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 [Source:HGNC Symbol;Acc:7136]	9	9p21.3	20341663	20622542	oncogene	COSMIC
ZNF217	7764	ENSG00000171940	zinc finger protein 217 [Source:HGNC Symbol;Acc:13009]	20	20q13.2	52183604	52226446	oncogene	CCGD
MALT1	10892	ENSG00000172175	mucosa associated lymphoid tissue lymphoma translocation gene 1 [Source:HGNC Symbol;Acc:6819]	18	18q21.32	56338618	56417371	oncogene	COSMIC
AFF1	4299	ENSG00000172493	AF4/FMR2 family, member 1 [Source:HGNC Symbol;Acc:7135]	4	4q21.3	87856154	88062206	oncogene	CancerQuest
RASGRP1	10125	ENSG00000172575	RAS guanyl releasing protein 1 (calcium and DAG-regulated) [Source:HGNC Symbol;Acc:9878]	15	15q14	38780304	38857776	oncogene	CCGD
RND1	27289	ENSG00000172602	Rho family GTPase 1 [Source:HGNC Symbol;Acc:18314]	12	12q13.12	49250928	49259681	oncogene	TAG
TAF15	8148	ENSG00000172660	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa [Source:HGNC Symbol;Acc:11547]	17	17q12	34136459	34191619	oncogene	COSMIC
MOS	4342	ENSG00000172680	v-mos Moloney murine sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:7199]	8	8q12.1	57025501	57026541	oncogene	CancerQuest
RARG	5916	ENSG00000172819	retinoic acid receptor, gamma [Source:HGNC Symbol;Acc:9866]	12	12q13.13	53604354	53626764	oncogene	CCGD
MYEOV	26579	ENSG00000172927	myeloma overexpressed [Source:HGNC Symbol;Acc:7563]	11	11q13.3	69061605	69182494	oncogene	uniprot
MYD88	4615	ENSG00000172936	myeloid differentiation primary response 88 [Source:HGNC Symbol;Acc:7562]	3	3p22.2	38179969	38184513	oncogene	COSMIC
STAT5B	6777	ENSG00000173757	signal transducer and activator of transcription 5B [Source:HGNC Symbol;Acc:11367]	17	17q21.2	40351186	40428725	oncogene	CCGD
RNF213	57674	ENSG00000173821	ring finger protein 213 [Source:HGNC Symbol;Acc:14539]	17	17q25.3	78234665	78372586	oncogene	COSMIC
ATP2A2	488	ENSG00000174437	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 [Source:HGNC Symbol;Acc:812]	12	12q24.11	110718561	110788898	oncogene	CCGD
HRAS	3265	ENSG00000174775	Harvey rat sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:5173]	11	11p15.5	532242	537287	oncogene	COSMIC
DDIT3	1649	ENSG00000175197	DNA-damage-inducible transcript 3 [Source:HGNC Symbol;Acc:2726]	12	12q13.3	57910371	57914300	oncogene	COSMIC
BANF1	8815	ENSG00000175334	barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:17397]	11	11q13.1	65769550	65771620	oncogene	TAG
FOSL1	8061	ENSG00000175592	FOS-like antigen 1 [Source:HGNC Symbol;Acc:13718]	11	11q13.1	65659520	65668044	oncogene	PMID:19292927
ERCC4	2072	ENSG00000175595	excision repair cross-complementing rodent repair deficiency, complementation group 4 [Source:HGNC Symbol;Acc:3436]	16	16p13.12	14014014	14046202	oncogene	COSMIC
RMI2	116028	ENSG00000175643	RecQ mediated genome instability 2 [Source:HGNC Symbol;Acc:28349]	16	16p13.13	11343476	11445619	oncogene	COSMIC
ETV4	2118	ENSG00000175832	ets variant 4 [Source:HGNC Symbol;Acc:3493]	17	17q21.31	41605212	41656988	oncogene	COSMIC
YES1	7525	ENSG00000176105	v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1 [Source:HGNC Symbol;Acc:12841]	18	18p11.32	721588	812547	oncogene	source
GPX2	2877	ENSG00000176153	glutathione peroxidase 2 (gastrointestinal) [Source:HGNC Symbol;Acc:4554]	14	14q23.3	65405870	65409531	oncogene	TAG
SPHK1	8877	ENSG00000176170	sphingosine kinase 1 [Source:HGNC Symbol;Acc:11240]	17	17q25.1	74372665	74383941	oncogene	TAG
POLE	5426	ENSG00000177084	polymerase (DNA directed), epsilon, catalytic subunit [Source:HGNC Symbol;Acc:9177]	12	12q24.33	133200348	133263951	oncogene	COSMIC
CHD9	80205	ENSG00000177200	chromodomain helicase DNA binding protein 9 [Source:HGNC Symbol;Acc:25701]	16	16q12.2	53088945	53363062	oncogene	CCGD
JUN	3725	ENSG00000177606	jun proto-oncogene [Source:HGNC Symbol;Acc:6204]	1	1p32.1	59246465	59249785	oncogene	CancerQuest
UBE2N	-4100	ENSG00000177889	ubiquitin-conjugating enzyme E2N [Source:HGNC Symbol;Acc:12492]	12	12q22	93799449	93836038	oncogene	CCGD
MLF1	4291	ENSG00000178053	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:7125]	3	3q25.32	158288952	158325041	oncogene	COSMIC
PARD6G	84552	ENSG00000178184	par-6 family cell polarity regulator gamma [Source:HGNC Symbol;Acc:16076]	18	18q23	77915115	78005429	oncogene	CCGD
CALR	811	ENSG00000179218	calreticulin [Source:HGNC Symbol;Acc:1455]	19	19p13.2	13049392	13055303	oncogene	COSMIC
GATA2	2624	ENSG00000179348	GATA binding protein 2 [Source:HGNC Symbol;Acc:4171]	3	3q21.3	128198270	128212028	oncogene	COSMIC
HMGN2P46	-4919	ENSG00000179362	high mobility group nucleosomal binding domain 2 pseudogene 46 [Source:HGNC Symbol;Acc:26817]	15	15q21.1	45803334	45878488	oncogene	COSMIC
CIITA	4261	ENSG00000179583	class II, major histocompatibility complex, transactivator [Source:HGNC Symbol;Acc:7067]	16	16p13.13	10971055	11026079	oncogene	COSMIC
SERTAD2	9792	ENSG00000179833	SERTA domain containing 2 [Source:HGNC Symbol;Acc:30784]	2	2p14	64858755	64978139	oncogene	TAG
FRAT2	23401	ENSG00000181274	frequently rearranged in advanced T-cell lymphomas 2 [Source:HGNC Symbol;Acc:16048]	10	10q24.1	99092255	99094458	oncogene	TAG
SOX2	6657	ENSG00000181449	SRY (sex determining region Y)-box 2 [Source:HGNC Symbol;Acc:11195]	3	3q26.33	181429714	181432221	oncogene	COSMIC
PLAG1	5324	ENSG00000181690	pleiomorphic adenoma gene 1 [Source:HGNC Symbol;Acc:9045]	8	8q12.1	57073463	57123883	oncogene	COSMIC
ZBTB20	26137	ENSG00000181722	zinc finger and BTB domain containing 20 [Source:HGNC Symbol;Acc:13503]	3	3q13.31	114056941	114866118	oncogene	CCGD
IDH2	3418	ENSG00000182054	isocitrate dehydrogenase 2 (NADP+), mitochondrial [Source:HGNC Symbol;Acc:5383]	15	15q26.1	90626277	90645736	oncogene	COSMIC
CREB3L2	64764	ENSG00000182158	cAMP responsive element binding protein 3-like 2 [Source:HGNC Symbol;Acc:23720]	7	7q33	137559725	137686813	oncogene	COSMIC
RAD51B	5890	ENSG00000182185	RAD51 paralog B [Source:HGNC Symbol;Acc:9822]	14	14q24.1	68286496	69196935	oncogene	COSMIC
CSF1R	1436	ENSG00000182578	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:2433]	5	5q32	149432854	149492935	oncogene	CCGD
CMC4	100272147	ENSG00000182712	C-x(9)-C motif containing 4 [Source:HGNC Symbol;Acc:35428]	X	Xq28	154289897	154299637	oncogene	uniprot
LCK	3932	ENSG00000182866	lymphocyte-specific protein tyrosine kinase [Source:HGNC Symbol;Acc:6524]	1	1p35.1	32716840	32751766	oncogene	CancerQuest
EWSR1	2130	ENSG00000182944	EWS RNA-binding protein 1 [Source:HGNC Symbol;Acc:3508]	22	22q12.2	29663998	29696515	oncogene	COSMIC
ZNF320	162967	ENSG00000182986	zinc finger protein 320 [Source:HGNC Symbol;Acc:13842]	19	19q13.41	53367043	53400946	oncogene	uniprot
FANCF	2188	ENSG00000183161	Fanconi anemia, complementation group F [Source:HGNC Symbol;Acc:3587]	11	11p14.3	22644079	22647387	oncogene	COSMIC
FAM46C	54855	ENSG00000183508	family with sequence similarity 46, member C [Source:HGNC Symbol;Acc:24712]	1	1p12	118148556	118170994	oncogene	COSMIC
